Name,Score,Polarity
DVA,0.452325581,Negative
DVAX,0.529227053,Positive
DVN,0.511271676,Positive
DX,0.414367816,Negative
DXCM,0.552298851,Positive
DXLG,0.526404494,Positive
DXPE,0.519565217,Positive
DXR,0.490659341,Negative
DXYN,0.379927007,Negative
DY,0.565151515,Positive
DYAI,0.526811594,Positive
DZSI,0.525,Positive
E,0.497560976,Negative
EA,0.586781609,Positive
EAF,0.480065359,Negative
EAR,0.485051546,Negative
EAST,0.491836735,Negative
EAT,0.545705521,Positive
EB,0.577777778,Positive
EBAY,0.53172043,Positive
EBC,0.483333333,Negative
EBET,0.535714286,Positive
EBIX,0.512745098,Positive
EBR,0.453680982,Negative
EBS,0.452139037,Negative
ECC,0.439772727,Negative
ECL,0.529227053,Positive
ECOM,0.55,Positive
ECOR,0.413636364,Negative
ECPG,0.455882353,Negative
ECVT,0.484437086,Negative
EDAP,0.431420765,Negative
EDBL,0.582515337,Positive
EDIT,0.528980892,Positive
EDN,0.387179487,Negative
EDRY,0.404601227,Negative
EDUC,0.465286624,Negative
EE,0.562371134,Positive
EEFT,0.570903955,Positive
EEX,0.576701571,Positive
EFOI,0.40862069,Negative
EFSC,0.561458333,Positive
EGAN,0.53,Positive
EGBN,0.507923497,Positive
EGHT,0.543258427,Positive
EGIO,0.50492228,Positive
EGLE,0.46420765,Negative
EGLX,0.546174863,Positive
EGP,0.452197802,Negative
EGRX,0.538888889,Positive
EGY,0.503658537,Positive
EH,0.51746988,Positive
EHTH,0.549408284,Positive
EIC,0.49,Negative
EIGR,0.503211009,Positive
EIX,0.515497076,Positive
EKSO,0.480508475,Negative
EL,0.531188119,Positive
ELAN,0.484254144,Negative
ELBM,0.505345912,Positive
ELDN,0.48625731,Negative
ELF,0.578229665,Positive
ELME,0.522483221,Positive
ELS,0.554411765,Positive
ELTK,0.478947368,Negative
ELVT,0.470809249,Negative
ELY,0.525,Positive
EM,0.517816092,Positive
EMBC,0.512318841,Positive
EMBK,0.533435583,Positive
EME,0.440960452,Negative
EMKR,0.354142012,Negative
EML,0.482402235,Negative
ENB,0.530434783,Positive
ENDP,0.527697842,Positive
ENFN,0.540710383,Positive
ENG,0.45,Negative
ENIA,0.392647059,Negative
ENLC,0.565343915,Positive
ENOV,0.528923767,Positive
ENPH,0.561764706,Positive
ENSG,0.526847291,Positive
ENTA,0.544039735,Positive
ENTG,0.467142857,Negative
ENTX,0.548648649,Positive
ENV,0.562087912,Positive
ENVA,0.493434343,Negative
ENVX,0.574418605,Positive
EOG,0.567582418,Positive
EOLS,0.552912621,Positive
EOSE,0.526811594,Positive
EPAC,0.511702128,Positive
EPAM,0.496153846,Negative
EPD,0.451242236,Negative
EPR,0.45,Negative
EPSN,0.581578947,Positive
EPZM,0.528571429,Positive
EQBK,0.501485149,Positive
EQC,0.420949721,Negative
EQH,0.480769231,Negative
EQIX,0.555325444,Positive
EQNR,0.490206186,Negative
EQR,0.492391304,Negative
EQRX,0.494086022,Negative
EQT,0.5,Positive
ERF,0.528947368,Positive
ERIC,0.487837838,Negative
ERIE,0.521165644,Positive
ERII,0.4625,Negative
ERJ,0.518020305,Positive
ERO,0.52962963,Positive
ERYP,0.4390625,Negative
ES,0.552439024,Positive
ESCA,0.46595092,Negative
ESE,0.560798122,Positive
ESEA,0.419784173,Negative
ESGR,0.418888889,Negative
ESI,0.507954545,Positive
ESLT,0.540710383,Positive
ESMT,0.580693069,Positive
ESPR,0.540243902,Positive
ESS,0.435714286,Negative
ESTA,0.474390244,Negative
ESTC,0.551734104,Positive
ESTE,0.499462366,Negative
ET,0.52654321,Positive
ETD,0.54010989,Positive
ETN,0.555,Positive
ETON,0.599238579,Positive
ETR,0.540995261,Positive
ETSY,0.573809524,Positive
ETWO,0.501190476,Positive
EURN,0.461764706,Negative
EVAX,0.422058824,Negative
EVBG,0.551477833,Positive
EVC,0.548305085,Positive
EVCM,0.566256158,Positive
EVER,0.532978723,Positive
EVEX,0.560447761,Positive
EVFM,0.499056604,Negative
EVGN,0.557284768,Positive
EVGO,0.496153846,Negative
EVK,0.451324503,Negative
EVLO,0.554347826,Positive
EVLV,0.434946237,Negative
EVOK,0.4875,Negative
EVOP,0.589226519,Positive
EVR,0.528453039,Positive
EVRG,0.576966292,Positive
EVRI,0.556735751,Positive
EVTC,0.467518248,Negative
EW,0.503881279,Positive
EWBC,0.551041667,Positive
EWCZ,0.5875,Positive
EXAI,0.575465839,Positive
EXAS,0.415957447,Negative
EXC,0.565343915,Positive
EXEL,0.531081081,Positive
EXFY,0.530681818,Positive
EXK,0.547142857,Positive
EXLS,0.546713615,Positive
EXP,0.559090909,Positive
EXPE,0.567050691,Positive
EXPI,0.566666667,Positive
EXPO,0.515284974,Positive
EXR,0.462865497,Negative
EYE,0.535167464,Positive
EYEN,0.540804598,Positive
EYPT,0.538297872,Positive
EZFL,0.492105263,Negative
FA,0.511271676,Positive
FAF,0.444520548,Negative
FANG,0.525,Positive
FANH,0.588271605,Positive
FARO,0.451104972,Negative
FAST,0.413636364,Negative
FAT,0.493243243,Negative
FATE,0.508108108,Positive
FAZE,0.544117647,Positive
FBHS,0.549371069,Positive
FBIN,0.554761905,Positive
FBIO,0.554761905,Positive
FBK,0.509550562,Positive
FBP,0.493930636,Negative
FBRT,0.543617021,Positive
FC,0.583333333,Positive
FCF,0.512068966,Positive
FCNCA,0.488541667,Negative
FCPT,0.560614525,Positive
FCRD,0.45,Negative
FCX,0.515030675,Positive
FDP,0.465068493,Negative
FDUS,0.491860465,Negative
FDX,0.512637363,Positive
FE,0.571875,Positive
FEIM,0.386526946,Negative
FELE,0.518421053,Positive
FENG,0.524439462,Positive
FERG,0.541752577,Positive
FET,0.539908257,Positive
FFBC,0.566666667,Positive
FFIC,0.46920904,Negative
FFIE,0.540909091,Positive
FFWM,0.562568306,Positive
FGEN,0.489378238,Negative
FGI,0.470224719,Negative
FHB,0.539502762,Positive
FHI,0.538198758,Positive
FHS,0.538888889,Positive
FI,0.621563981,Positive
FIBK,0.56875,Positive
FICO,0.6,Positive
FIGS,0.494155844,Negative
FINV,0.492364532,Negative
FINW,0.516666667,Positive
FIS,0.563705584,Positive
FISI,0.551960784,Positive
FISV,0.57513369,Positive
FITB,0.538349515,Positive
FIVE,0.526237624,Positive
FIVN,0.535542169,Positive
FIX,0.549521531,Positive
FLEX,0.547297297,Positive
FLGC,0.474,Negative
FLGT,0.525,Positive
FLIC,0.507142857,Positive
FLL,0.516666667,Positive
FLNG,0.478125,Negative
FLNT,0.52431694,Positive
FLO,0.491584158,Negative
FLR,0.575531915,Positive
FLS,0.52431694,Positive
FLT,0.507142857,Positive
FLUX,0.452139037,Negative
FLWS,0.497953216,Negative
FLXS,0.466239316,Negative
FLYW,0.524396135,Positive
FMC,0.50483871,Positive
FMS,0.500241546,Positive
FMTX,0.51163522,Positive
FMX,0.545953757,Positive
FN,0.542682927,Positive
FNB,0.558045977,Positive
FND,0.487209302,Negative
FNHC,0.292045455,Negative
FNKO,0.475301205,Negative
FNV,0.50380117,Positive
FOA,0.523873874,Positive
FOCS,0.561764706,Positive
FOLD,0.588202247,Positive
FOR,0.497222222,Negative
FORA,0.545953757,Positive
FORG,0.528787879,Positive
FORM,0.477160494,Negative
FORR,0.517088608,Positive
FOSL,0.540710383,Positive
FOUR,0.551041667,Positive
FOX,0.576380368,Positive
FOXA,0.545833333,Positive
FOXF,0.534422111,Positive
FPAY,0.479493088,Negative
FPH,0.55052356,Positive
FPI,0.398603352,Negative
FR,0.483333333,Negative
FRBA,0.539952153,Positive
FRC,0.521428571,Positive
FREE,0.510103627,Positive
FREY,0.563793103,Positive
FRG,0.493575419,Negative
FRGE,0.523417722,Positive
FRGI,0.520813397,Positive
FRLN,0.535714286,Positive
FRME,0.585779817,Positive
FRO,0.464569536,Negative
FROG,0.511111111,Positive
FRPH,0.507142857,Positive
FRPT,0.506382979,Positive
FRSH,0.511271676,Positive
FRST,0.500649351,Positive
FRZA,0.511538462,Positive
FSBC,0.580851064,Positive
FSLR,0.514516129,Positive
FSLY,0.549122807,Positive
FSM,0.49939759,Negative
FSR,0.508757062,Positive
FSRD,0.518421053,Positive
FSS,0.540052356,Positive
FSTR,0.528306878,Positive
FSV,0.554255319,Positive
FTAI,0.537573964,Positive
FTCH,0.532681564,Positive
FTCI,0.467204301,Negative
FTDR,0.471656051,Negative
FTEK,0.501648352,Positive
FTHM,0.486633663,Negative
FTI,0.587142857,Positive
FTNT,0.568367347,Positive
FTS,0.520588235,Positive
FUBO,0.500574713,Positive
FUL,0.532051282,Positive
FULC,0.413313609,Negative
FULT,0.535714286,Positive
FUTU,0.548734177,Positive
FUV,0.574418605,Positive
FWONA,0.567808219,Positive
FWRD,0.509550562,Positive
FWRG,0.568478261,Positive
FXLV,0.56160221,Positive
FYBR,0.589393939,Positive
GAIA,0.545953757,Positive
GAIN,0.555940594,Positive
GAMB,0.5,Positive
GAN,0.584010152,Positive
GASS,0.417295597,Negative
GATX,0.52027027,Positive
GB,0.473170732,Negative
GBCI,0.481460674,Negative
GBDC,0.397572816,Negative
GBLI,0.405208333,Negative
GBNH,0.540909091,Positive
GBOX,0.531355932,Positive
GBS,0.530597015,Positive
GBT,0.560994764,Positive
GBX,0.462807882,Negative
GCI,0.496994536,Negative
GCMG,0.496590909,Negative
GCO,0.527934272,Positive
GD,0.47,Negative
GDDY,0.557692308,Positive
GDEN,0.500574713,Positive
GDOT,0.542473118,Positive
GDRX,0.527906977,Positive
GDS,0.456896552,Negative
GDYN,0.500340136,Positive
GE,0.52745098,Positive
GECC,0.561764706,Positive
GEHC,0.577884615,Positive
GEL,0.461688312,Negative
GEN,0.499056604,Negative
GENI,0.556593407,Positive
GERN,0.552255639,Positive
GETY,0.511271676,Positive
GEVO,0.507142857,Positive
GFF,0.555472637,Positive
GFL,0.516666667,Positive
GFS,0.501851852,Positive
GGG,0.530208333,Positive
GGR,0.52150838,Positive
GH,0.433783784,Negative
GHL,0.515168539,Positive
GHLD,0.538888889,Positive
GHM,0.521657754,Positive
GIFI,0.525706215,Positive
GILD,0.533248731,Positive
GILT,0.549280576,Positive
GIPR,0.530597015,Positive
GIS,0.432608696,Negative
GL,0.518421053,Positive
GLAD,0.553225806,Positive
GLBE,0.549521531,Positive
GLDD,0.424834437,Negative
GLNG,0.531944444,Positive
GLOB,0.587823834,Positive
GLOP,0.466568047,Negative
GLP,0.553508772,Positive
GLPG,0.572651934,Positive
GLPI,0.496938776,Negative
GLRE,0.3739819,Negative
GLS,0.469587629,Negative
GLW,0.469767442,Negative
GLYC,0.550735294,Positive
GM,0.571052632,Positive
GMAB,0.566666667,Positive
GMBL,0.506410256,Positive
GMRE,0.421084337,Negative
GMS,0.512433862,Positive
GNK,0.427777778,Negative
GNLN,0.412820513,Negative
GNRC,0.517021277,Positive
GNSS,0.517052023,Positive
GNTX,0.515168539,Positive
GNTY,0.489779006,Negative
GNUS,0.609276018,Positive
GNW,0.446791444,Negative
GO,0.565343915,Positive
GOCO,0.574324324,Positive
GOEV,0.497457627,Negative
GOGL,0.384939759,Negative
GOGO,0.504166667,Positive
GOL,0.530952381,Positive
GOLD,0.483333333,Negative
GOOD,0.484285714,Negative
GOOG,0.55,Positive
GOTU,0.521921182,Positive
GOVX,0.451204819,Negative
GP,0.560569106,Positive
GPC,0.561764706,Positive
GPI,0.468181818,Negative
GPK,0.533333333,Positive
GPMT,0.445918367,Negative
GPRE,0.480409357,Negative
GPRK,0.491530055,Negative
GPRO,0.547560976,Positive
GPS,0.49375,Negative
GRAB,0.530952381,Positive
GRCL,0.536363636,Positive
GREE,0.520967742,Positive
GRIL,0.575619835,Positive
GRIN,0.435234899,Negative
GROW,0.509060403,Positive
GRPN,0.533040936,Positive
GRTS,0.420053476,Negative
GRWG,0.458823529,Negative
GS,0.551554404,Positive
GSBC,0.519047619,Positive
GSBD,0.545061728,Positive
GSHD,0.531443299,Positive
GSIT,0.525776398,Positive
GSK,0.536010363,Positive
GSL,0.42245509,Negative
GSM,0.485616438,Negative
GT,0.55,Positive
GTEC,0.55952381,Positive
GTH,0.443333333,Negative
GTHX,0.4625,Negative
GTLB,0.556542056,Positive
GTN,0.516666667,Positive
GTX,0.510962567,Positive
GTY,0.489779006,Negative
GURE,0.480845771,Negative
GVA,0.499162011,Negative
GVP,0.525,Positive
GWH,0.539534884,Positive
GWRS,0.61350365,Positive
GWW,0.568032787,Positive
GXO,0.576136364,Positive
HA,0.522928177,Positive
HAE,0.488862559,Negative
HAFC,0.52,Positive
HAIN,0.520056497,Positive
HAL,0.538888889,Positive
HALO,0.566666667,Positive
HAS,0.536699507,Positive
HASI,0.505614973,Positive
HAYW,0.486477987,Negative
HBAN,0.517816092,Positive
HBB,0.472335025,Negative
HBI,0.498167539,Negative
HBIO,0.488709677,Negative
HBM,0.403623188,Negative
HBNC,0.548203593,Positive
HCA,0.535245902,Positive
HCAT,0.579577465,Positive
HCC,0.483333333,Negative
HCCI,0.427108434,Negative
HCDI,0.368518519,Negative
HCI,0.420833333,Negative
HCKT,0.51163522,Positive
HCP,0.552173913,Positive
HCSG,0.541509434,Positive
HD,0.497715736,Negative
HDB,0.492857143,Negative
HDSN,0.491176471,Negative
HE,0.501190476,Positive
HEAR,0.507142857,Positive
HEES,0.535844749,Positive
HEI,0.504271357,Positive
HELE,0.54010989,Positive
HEP,0.507142857,Positive
HEPS,0.472115385,Negative
HES,0.48625731,Negative
HESM,0.521794872,Positive
HEXO,0.528980892,Positive
HFWA,0.556832298,Positive
HGBL,0.565789474,Positive
HGTY,0.475641026,Negative
HGV,0.547959184,Positive
HHC,0.52195122,Positive
HHS,0.564798206,Positive
HI,0.519822485,Positive
HIG,0.472580645,Negative
HII,0.473863636,Negative
HIL,0.476815642,Negative
HIMX,0.448882682,Negative
HIPO,0.384042553,Negative
HITI,0.505421687,Positive
HIVE,0.535714286,Positive
HIW,0.48908046,Negative
HLBZ,0.567159763,Positive
HLF,0.513905325,Positive
HLGN,0.511111111,Positive
HLI,0.564473684,Positive
HLIO,0.469767442,Negative
HLIT,0.518421053,Positive
HLLY,0.42245509,Negative
HLMN,0.52150838,Positive
HLNE,0.565662651,Positive
HLT,0.487662338,Negative
HLTH,0.507142857,Positive
HLX,0.503333333,Positive
HMC,0.424358974,Negative
HMLP,0.497328244,Negative
HMN,0.476315789,Negative
HMPT,0.469277108,Negative
HMST,0.47,Negative
HNGR,0.55,Positive
HNI,0.544117647,Positive
HNRG,0.431690141,Negative
HNST,0.576605505,Positive
HOFV,0.508585859,Positive
HOG,0.546969697,Positive
HOLX,0.510215054,Positive
HOMB,0.465789474,Negative
HON,0.539952153,Positive
HOOD,0.567808219,Positive
HOOK,0.499056604,Negative
HOPE,0.503107345,Positive
HOUS,0.488541667,Negative
HP,0.484482759,Negative
HPK,0.511111111,Positive
HPP,0.49,Negative
HQI,0.452083333,Negative
HQY,0.499673203,Negative
HR,0.537417219,Positive
HRB,0.558536585,Positive
HRL,0.55625,Positive
HRMY,0.60215311,Positive
HROW,0.563043478,Positive
HRTG,0.318831169,Negative
HRTX,0.573497268,Positive
HRZN,0.479383886,Negative
HSBC,0.488709677,Negative
HSDT,0.472580645,Negative
HSIC,0.487209302,Negative
HSII,0.568918919,Positive
HSKA,0.519822485,Positive
HSON,0.467647059,Negative
HST,0.47300885,Negative
HSTM,0.56954023,Positive
HT,0.533333333,Positive
HTGM,0.506164384,Positive
HTH,0.521657754,Positive
HTHT,0.445,Negative
HTLF,0.551234568,Positive
HTOO,0.573529412,Positive
HTZ,0.50625,Positive
HUBG,0.559502262,Positive
HUBS,0.577927928,Positive
HUIZ,0.566129032,Positive
HUM,0.510962567,Positive
HUMA,0.371428571,Negative
HURN,0.529194631,Positive
HUT,0.54017341,Positive
HUYA,0.482460733,Negative
HVT,0.545348837,Positive
HWC,0.462121212,Negative
HXL,0.548477157,Positive
HY,0.472580645,Negative
HYFM,0.440123457,Negative
HYLN,0.515030675,Positive
HYPR,0.494155844,Negative
HYRE,0.491025641,Negative
HYZN,0.469767442,Negative
HZN,0.442592593,Negative
HZNP,0.52195122,Positive
HZO,0.511111111,Positive
IAA,0.505670103,Positive
IAC,0.488150289,Negative
IART,0.539473684,Positive
IAS,0.587142857,Positive
IBA,0.506321839,Positive
IBCP,0.538372093,Positive
IBEX,0.559090909,Positive
IBKR,0.510465116,Positive
IBM,0.570634921,Positive
IBP,0.512068966,Positive
IBTX,0.485365854,Negative
ICAD,0.490909091,Negative
ICCC,0.43021978,Negative
ICCM,0.5,Positive
ICE,0.562790698,Positive
ICFI,0.524418605,Positive
ICHR,0.502348993,Positive
ICLK,0.483333333,Negative
ICLR,0.555759162,Positive
ICMB,0.46300813,Negative
ICPT,0.585672515,Positive
ICUI,0.465028902,Negative
IDA,0.553954802,Positive
IDCC,0.606521739,Positive
IDEX,0.518131868,Positive
IDN,0.47278481,Negative
IDT,0.549470899,Positive
IDXX,0.58,Positive
IEA,0.549470899,Positive
IEP,0.424725275,Negative
IEX,0.528378378,Positive
IFS,0.526923077,Positive
IGIC,0.507142857,Positive
IGMS,0.52037037,Positive
IGT,0.567525773,Positive
IH,0.576406926,Positive
IHRT,0.479787234,Negative
III,0.572680412,Positive
IIIN,0.40147929,Negative
IIIV,0.519791667,Positive
IIPR,0.46871345,Negative
IIVI,0.522093023,Positive
IKT,0.426,Negative
ILMN,0.517256637,Positive
ILPT,0.488461538,Negative
IMAB,0.418115942,Negative
IMAX,0.504054054,Positive
IMBI,0.503932584,Positive
IMCC,0.507142857,Positive
IMCR,0.500931677,Positive
IMGN,0.517088608,Positive
IMOS,0.487662338,Negative
IMPL,0.573444976,Positive
IMPP,0.446407186,Negative
IMRN,0.519318182,Positive
IMRX,0.316666667,Negative
IMUX,0.475842697,Negative
IMV,0.4625,Negative
IMVT,0.507142857,Positive
IMXI,0.51163522,Positive
INBK,0.504651163,Positive
INBS,0.514321608,Positive
INCR,0.553553299,Positive
INCY,0.488028169,Negative
INDB,0.539423077,Positive
INDI,0.518292683,Positive
INDT,0.507142857,Positive
INFA,0.578571429,Positive
INFI,0.397311828,Negative
INFN,0.460344828,Negative
ING,0.442207792,Negative
INGN,0.486601307,Negative
INKT,0.290776699,Negative
INM,0.508108108,Positive
INMB,0.331818182,Negative
INMD,0.554109589,Positive
INN,0.501851852,Positive
INNV,0.519565217,Positive
INO,0.505072464,Positive
INOD,0.515921788,Positive
INPX,0.481775701,Negative
INSE,0.593005181,Positive
INSG,0.491269841,Negative
INSM,0.552173913,Positive
INSP,0.567582418,Positive
INST,0.580693069,Positive
INSW,0.492424242,Negative
INT,0.503982301,Positive
INTA,0.56509434,Positive
INTC,0.500828729,Positive
INTU,0.578205128,Positive
INTZ,0.547727273,Positive
INVE,0.452083333,Negative
INVH,0.454469274,Negative
INVO,0.570454545,Positive
INVZ,0.55960452,Positive
IO,0.545705521,Positive
IONM,0.479113924,Negative
IONQ,0.513354037,Positive
IONS,0.545705521,Positive
IOSP,0.473834197,Negative
IOT,0.531355932,Positive
IOVA,0.53961039,Positive
IP,0.473529412,Negative
IPAR,0.440055249,Negative
IPG,0.578909953,Positive
IPGP,0.418817204,Negative
IPHA,0.475301205,Negative
IPI,0.459859155,Negative
IPW,0.536075949,Positive
IPWR,0.5484375,Positive
IQ,0.57481203,Positive
IQV,0.457692308,Negative
IR,0.575531915,Positive
IRBT,0.478402367,Negative
IRCP,0.436206897,Negative
IRDM,0.54893617,Positive
IREN,0.477160494,Negative
IRIX,0.52283237,Positive
IRM,0.594162437,Positive
IRMD,0.554458599,Positive
IRNT,0.468181818,Negative
IRS,0.446296296,Negative
IRT,0.502071006,Positive
IRTC,0.536904762,Positive
IRWD,0.563043478,Positive
IS,0.58373494,Positive
ISEE,0.468181818,Negative
ISO,0.46920904,Negative
ISPC,0.560344828,Positive
ISPO,0.533838384,Positive
ISRG,0.531944444,Positive
ISSC,0.564772727,Positive
ISUN,0.517403315,Positive
IT,0.550497512,Positive
ITCI,0.461764706,Negative
ITGR,0.567948718,Positive
ITI,0.497058824,Negative
ITRI,0.463186813,Negative
ITRM,0.534892086,Positive
ITRN,0.398148148,Negative
ITT,0.525,Positive
ITW,0.54010989,Positive
IVA,0.551234568,Positive
IVAC,0.491772152,Negative
IVC,0.507954545,Positive
IVR,0.441208791,Negative
IVT,0.536363636,Positive
IVVD,0.472222222,Negative
IVZ,0.486734694,Negative
IX,0.436127168,Negative
IZEA,0.507142857,Positive
J,0.571212121,Positive
JACK,0.563705584,Positive
JAGX,0.445031056,Negative
JAKK,0.452259887,Negative
JAMF,0.557692308,Positive
JAZZ,0.527192982,Positive
JBHT,0.520466321,Positive
JBI,0.55,Positive
JBL,0.520056497,Positive
JBLU,0.528787879,Positive
JBSS,0.538235294,Positive
JBT,0.5625,Positive
JCI,0.514864865,Positive
JD,0.551041667,Positive
JELD,0.546551724,Positive
JFIN,0.528172589,Positive
JG,0.514583333,Positive
JHG,0.532978723,Positive
JHX,0.565343915,Positive
JILL,0.538297872,Positive
JJSF,0.539423077,Positive
JKHY,0.567582418,Positive
JKS,0.477380952,Negative
JLL,0.508823529,Positive
JMIA,0.492639594,Negative
JNCE,0.40625,Negative
JNJ,0.560447761,Positive
JNPR,0.476732673,Negative
JOAN,0.435310734,Negative
JOBY,0.5625,Positive
JP,0.56503268,Positive
JPM,0.427777778,Negative
JRSH,0.462030075,Negative
JRVR,0.374137931,Negative
JT,0.533495146,Positive
JXN,0.534422111,Positive
JYNT,0.494311377,Negative
K,0.450947867,Negative
KAI,0.480769231,Negative
KALA,0.42852349,Negative
KALU,0.458695652,Negative
KAR,0.481683168,Negative
KB,0.4,Negative
KBH,0.435714286,Negative
KBNT,0.509459459,Positive
KBR,0.544977169,Positive
KC,0.511878453,Positive
KDP,0.566666667,Positive
KE,0.517132867,Positive
KELYA,0.498484848,Negative
KERN,0.494086022,Negative
KEYS,0.553409091,Positive
KFRC,0.501648352,Positive
KFS,0.499740933,Negative
KFY,0.451204819,Negative
KGC,0.537417219,Positive
KHC,0.543258427,Positive
KIDS,0.52434555,Positive
KIM,0.505614973,Positive
KIND,0.58627451,Positive
KINS,0.405980861,Negative
KIRK,0.558045977,Positive
KKR,0.536363636,Positive
KL,0.557608696,Positive
KLAC,0.516197183,Positive
KLIC,0.497058824,Negative
KLR,0.465217391,Negative
KLTR,0.386842105,Negative
KLXE,0.525,Positive
KMB,0.522340426,Positive
KMDA,0.568699187,Positive
KMPH,0.514130435,Positive
KMPR,0.492767296,Negative
KMX,0.541752577,Positive
KN,0.443969849,Negative
KNBE,0.536699507,Positive
KNDI,0.531481481,Positive
KNOP,0.505345912,Positive
KNSA,0.518852459,Positive
KNSL,0.428350515,Negative
KNTK,0.530597015,Positive
KNX,0.496153846,Negative
KO,0.489285714,Negative
KODK,0.498684211,Negative
KOF,0.582291667,Positive
KOPN,0.525621891,Positive
KORE,0.52283237,Positive
KOS,0.543854749,Positive
KPLT,0.506060606,Positive
KPTI,0.488461538,Negative
KR,0.566230366,Positive
KRC,0.48125,Negative
KREF,0.544117647,Positive
KRG,0.517298578,Positive
KRKR,0.515030675,Positive
KRMD,0.600704225,Positive
KRNT,0.521794872,Positive
KRP,0.538157895,Positive
KRT,0.424647887,Negative
KRUS,0.539570552,Positive
KSS,0.570560748,Positive
KT,0.516666667,Positive
KTB,0.532629108,Positive
KTCC,0.365976331,Negative
KTOS,0.496153846,Negative
KUKE,0.451652893,Negative
KURA,0.501428571,Positive
KVHI,0.516666667,Positive
KW,0.549328859,Positive
KWR,0.493317972,Negative
KYMR,0.424011299,Negative
L,0.414423077,Negative
LAB,0.474427481,Negative
LAD,0.51627907,Positive
LADR,0.425757576,Negative
LAKE,0.441366906,Negative
LAMR,0.478571429,Negative
LAND,0.402941176,Negative
LARK,0.50042735,Positive
LASR,0.455405405,Negative
LAUR,0.550552486,Positive
LAW,0.472335025,Negative
LAWS,0.534393064,Positive
LAZ,0.534816754,Positive
LAZR,0.583673469,Positive
LAZY,0.49180791,Negative
LB,0.596428571,Positive
LBAI,0.573423423,Positive
LBC,0.508895706,Positive
LBPH,0.52037037,Positive
LBRDK,0.501351351,Positive
LBRT,0.473809524,Negative
LBTYA,0.485294118,Negative
LC,0.477956989,Negative
LCID,0.553954802,Positive
LCII,0.551408451,Positive
LCUT,0.380088496,Negative
LDI,0.496994536,Negative
LDOS,0.529396985,Positive
LE,0.555759162,Positive
LEA,0.571568627,Positive
LECO,0.532022472,Positive
LEE,0.618553459,Positive
LEG,0.469148936,Negative
LEGH,0.567098446,Positive
LEN,0.389130435,Negative
LESL,0.463559322,Negative
LEV,0.534615385,Positive
LEVI,0.515591398,Positive
LFG,0.561764706,Positive
LFLY,0.559574468,Positive
LFMD,0.56588785,Positive
LFST,0.573469388,Positive
LFT,0.47320442,Negative
LFUS,0.556593407,Positive
LFVN,0.564473684,Positive
LGIH,0.463829787,Negative
LGMK,0.551840491,Positive
LGND,0.539570552,Positive
LGO,0.508064516,Positive
LGVN,0.464814815,Negative
LH,0.512275449,Positive
LHDX,0.323333333,Negative
LHX,0.547142857,Positive
LI,0.485443038,Negative
LICY,0.525,Positive
LIDR,0.558045977,Positive
LIFE,0.485365854,Negative
LII,0.503333333,Positive
LILA,0.517088608,Positive
LILM,0.57,Positive
LIN,0.525,Positive
LINC,0.543258427,Positive
LIND,0.533333333,Positive
LIQT,0.510962567,Positive
LITB,0.453191489,Negative
LITE,0.510759494,Positive
LIVE,0.518613139,Positive
LIVN,0.40308642,Negative
LIVX,0.499710983,Negative
LIZI,0.582515337,Positive
LKQ,0.481578947,Negative
LL,0.49180791,Negative
LLAP,0.530681818,Positive
LLNW,0.556862745,Positive
LLY,0.508695652,Positive
LMAT,0.499056604,Negative
LMB,0.518131868,Positive
LMDX,0.47122905,Negative
LMFA,0.501351351,Positive
LMND,0.380964467,Negative
LMNL,0.514864865,Positive
LMT,0.497457627,Negative
LNC,0.540710383,Positive
LND,0.451324503,Negative
LNDC,0.547727273,Positive
LNN,0.502941176,Positive
LNSR,0.507142857,Positive
LNT,0.579648241,Positive
LNTH,0.535135135,Positive
LNW,0.592708333,Positive
LOB,0.552298851,Positive
LOCL,0.535416667,Positive
LOCO,0.558536585,Positive
LOGI,0.505769231,Positive
LOMA,0.492391304,Negative
LOOP,0.537931034,Positive
LOPE,0.482258065,Negative
LOTZ,0.548089172,Positive
LOV,0.521134021,Positive
LOVE,0.531188119,Positive
LOW,0.512275449,Positive
LPG,0.401592357,Negative
LPI,0.539570552,Positive
LPLA,0.583333333,Positive
LPRO,0.52755102,Positive
LPSN,0.485294118,Negative
LPTH,0.471917808,Negative
LQDA,0.530829016,Positive
LQDT,0.557801418,Positive
LRCX,0.534422111,Positive
LRFC,0.484437086,Negative
LSAK,0.565730337,Positive
LSCC,0.555,Positive
LSEA,0.509756098,Positive
LSI,0.564691943,Positive
LSPD,0.564691943,Positive
LSTR,0.37972973,Negative
LSXMK,0.563513514,Positive
LTBR,0.50625,Positive
LTCH,0.548550725,Positive
LTH,0.507142857,Positive
LTHM,0.459210526,Negative
LTRN,0.368232044,Negative
LTRX,0.524285714,Positive
LTRY,0.555263158,Positive
LU,0.496153846,Negative
LUCD,0.472222222,Negative
LULU,0.565343915,Positive
LUMO,0.492465753,Negative
LUNA,0.525,Positive
LUNG,0.499315068,Negative
LUV,0.423809524,Negative
LVLU,0.471621622,Negative
LVO,0.517816092,Positive
LVOX,0.511842105,Positive
LVS,0.4625,Negative
LVWR,0.546341463,Positive
LW,0.38255814,Negative
LWAY,0.588547486,Positive
LX,0.495132743,Negative
LXFR,0.534615385,Positive
LXP,0.568032787,Positive
LXRX,0.344063927,Negative
LYB,0.50026738,Positive
LYFT,0.551098901,Positive
LYG,0.494155844,Negative
